Progress,Duration (in seconds),age,qqm,gender,gender_3_TEXT,oc_stat,RS_1,RS_2,RS_3,RS_4,RS_5,RS_6,RS_7,RS_8,RS_9,RS_10,RS_11,RS_12,RS_13,RS_14,RS_15,RS_16,RS_17,RS_18,RS_19,RS_20,RS_21,RS_22,RS_23,RS_24,RS_25,RIES_1,RIES_2,RIES_3,RIES_4,RIES_5,RIES_6,RIES_7,RIES_8,RIES_9,RIES_10,RIES_11,RIES_12,RIES_13,RIES_14,RIES_15,RIES_16,RIES_17,RIES_18,RIES_19,RIES_20,RIES_21,RIES_22,RIES_23,RIES_24,RIES_25
100,435,20,2,2,,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,4,2,4,4,2,4,2,2,4,2,4,4,1,3,2,2,2,2,4,3,4,2,2,2
100,340,,2,1,,1,3,4,5,2,1,3,2,2,5,5,6,3,2,4,3,3,5,3,2,3,2,2,5,3,2,3,2,2,3,2,1,2,1,2,3,2,2,2,2,4,3,2,4,2,2,2,4,2,4,2
100,609,,2,2,,1,2,1,2,4,1,3,1,2,4,4,3,3,2,3,4,1,4,2,2,4,3,4,2,2,1,1,3,2,4,3,2,3,4,4,3,1,2,3,2,4,2,4,2,1,3,4,2,2,2,2
100,500,19,2,2,,1,2,4,4,2,1,1,3,5,3,1,4,3,2,7,2,2,6,1,2,2,4,7,3,4,3,5,1,2,2,5,2,2,5,2,3,2,4,3,2,3,2,5,2,4,5,4,3,3,3,4
100,372,19,2,2,,3,1,1,1,3,2,3,3,3,5,2,6,1,1,1,2,1,7,2,3,1,5,5,2,2,2,2,4,2,4,4,4,4,2,2,5,1,4,2,1,2,2,2,2,1,4,4,4,5,1,4
100,748,46,2,2,,1,2,3,2,2,6,2,3,2,2,3,6,2,2,2,2,3,2,2,2,2,1,2,3,2,2,1,2,1,4,5,2,4,2,2,5,1,1,4,1,3,2,1,4,3,2,3,5,2,1,2
100,763,21,2,2,,3,3,2,4,2,6,3,2,2,3,1,6,2,3,3,3,1,5,3,3,4,2,5,1,3,2,2,4,2,4,4,2,3,4,3,4,2,3,4,1,2,1,1,4,2,4,2,2,4,1,4
100,650,18,2,2,,3,1,1,1,1,1,2,2,3,1,1,4,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,2,1,5,5,1,3,1,1,4,1,5,5,1,3,1,2,1,1,5,4,5,2,1,3
100,385,19,2,2,,3,3,4,3,2,2,2,5,3,3,3,4,3,3,3,2,2,7,2,2,3,2,5,3,2,2,1,3,3,3,4,3,4,1,3,3,3,4,4,2,2,1,1,2,3,2,2,4,2,2,4
100,575,20,2,1,,3,1,3,2,3,1,6,4,1,3,6,2,1,3,5,2,2,3,6,2,6,5,6,2,5,6,2,5,2,4,5,2,2,1,4,4,2,3,4,1,2,1,3,2,2,2,3,2,5,2,5
100,642,23,2,1,,1,3,2,3,5,2,3,5,5,5,3,6,3,5,3,4,5,6,4,6,3,6,6,4,6,6,5,2,4,1,3,4,3,4,3,2,4,1,2,4,4,3,4,4,4,3,3,2,5,2,4
100,356,20,2,1,,3,1,2,3,7,1,4,3,7,1,4,2,2,4,3,4,1,4,2,2,3,7,7,2,7,1,3,4,3,4,5,1,5,2,4,5,2,4,4,4,4,1,4,1,2,5,5,3,5,2,2
100,404,58,2,1,,1,2,2,6,1,2,3,6,3,6,2,2,6,2,2,1,2,2,2,6,2,2,6,3,6,6,2,2,2,2,4,2,4,1,2,4,3,4,4,2,4,2,2,2,4,2,4,2,4,2,5
100,378,19,2,2,,3,4,3,3,2,1,3,6,4,4,4,2,4,3,4,3,3,4,1,5,2,4,5,3,3,4,3,2,3,1,2,2,2,4,3,3,3,1,3,2,3,4,2,4,3,3,2,2,2,3,2
100,511,19,2,1,,3,3,2,3,1,1,6,5,6,5,4,7,4,3,4,5,1,5,2,2,3,7,6,2,3,1,2,4,2,4,5,2,2,1,3,5,1,4,4,4,3,2,4,2,2,4,5,2,5,4,4
100,389,20,2,2,,3,5,2,1,3,1,3,4,5,3,3,5,2,3,3,3,1,6,2,4,1,3,6,3,5,2,4,2,4,3,4,2,2,4,5,3,5,3,2,2,2,3,2,2,2,2,2,1,2,2,1
100,429,19,2,1,,3,2,1,2,1,1,1,2,1,3,1,4,3,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,3,4,3,3,2,3,2,3,2,3,2,2,2,2,1,2,2,4,3,4,2,2,3
100,377,21,2,2,,3,3,2,1,1,1,2,2,1,2,1,6,3,3,2,2,1,1,1,2,1,1,7,2,1,4,1,1,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2
100,624,20,2,2,,3,2,1,1,1,5,1,3,4,5,1,3,2,2,3,2,2,1,3,2,1,4,5,2,5,5,2,2,2,4,5,2,3,4,4,4,2,5,4,4,2,1,2,2,2,4,4,5,2,3,3
100,586,20,2,1,,3,1,2,3,1,2,5,2,3,3,4,4,3,3,4,4,2,3,4,4,4,3,6,5,3,2,3,3,2,2,4,2,2,1,3,3,4,1,1,2,2,4,5,2,3,2,3,3,3,3,3
100,580,22,2,1,,3,3,3,2,3,2,1,2,4,4,2,2,2,3,4,3,1,2,4,3,2,1,2,3,2,2,2,2,3,4,4,3,1,2,2,4,3,3,4,3,2,3,1,3,2,1,4,4,2,3,4
100,355,20,2,1,,3,3,1,4,2,2,2,4,2,1,2,2,1,2,3,1,1,4,2,2,3,2,6,2,1,1,2,4,1,4,5,3,3,2,3,5,2,3,2,1,3,2,1,2,1,4,5,2,5,1,4
100,411,20,2,2,,3,4,1,2,1,1,1,2,3,2,2,2,5,2,2,2,1,3,5,2,2,3,5,2,2,1,1,4,3,4,4,1,4,2,2,4,2,2,4,4,3,4,5,1,1,3,5,5,1,1,1
100,538,54,2,2,,1,1,1,1,1,6,1,2,2,1,1,4,4,1,1,1,2,1,1,1,1,1,6,1,1,1,2,5,2,2,5,2,4,1,2,5,1,1,5,1,1,2,1,4,3,4,5,5,2,1,4
100,337,27,2,2,,1,2,2,2,2,2,3,2,2,2,1,1,3,2,2,1,2,3,1,2,2,2,6,1,3,1,4,3,2,1,2,4,5,1,1,5,3,3,5,1,2,1,3,1,1,5,1,4,3,1,2
100,306,20,2,2,,3,4,3,3,1,1,2,3,3,7,2,3,3,2,5,5,6,6,2,2,1,1,6,3,6,1,3,2,2,2,2,2,3,5,5,2,2,5,2,1,2,2,1,4,3,3,2,3,3,2,2
100,518,20,2,2,,3,6,1,3,4,1,1,3,2,6,2,1,2,2,4,2,1,6,2,2,5,2,7,3,5,3,4,1,4,1,3,4,2,3,5,1,3,1,3,2,5,4,2,5,5,1,3,2,1,5,1
100,682,20,2,1,,3,6,2,3,1,3,5,2,2,2,4,7,2,2,3,2,1,3,3,2,2,3,1,1,5,2,2,4,2,4,4,1,2,2,2,4,2,5,4,1,3,3,2,2,2,4,3,4,4,2,3
100,414,19,2,2,,3,3,3,4,2,1,3,4,5,3,4,3,5,4,3,5,4,4,4,3,2,5,7,3,5,2,3,2,3,3,3,2,2,4,2,1,3,2,2,1,3,2,1,4,3,2,2,3,3,3,4
100,233,62,2,1,,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,1,2,1,1,1,2,2,2,1,2,2,4,2,5,4,2,3,2,2,5,2,4,4,2,2,1,2,2,2,4,5,5,2,2,3
100,381,20,2,2,,5,3,3,2,3,2,3,4,7,2,4,4,2,4,2,3,3,5,2,3,3,4,7,3,5,2,4,1,2,3,2,3,2,3,3,2,4,2,3,2,3,3,3,4,3,3,2,2,2,3,3
100,1009,59,2,2,,2,2,3,2,2,2,2,5,3,4,5,6,3,3,6,3,2,6,2,1,3,6,5,2,6,2,1,3,1,4,4,1,4,2,2,5,2,5,5,2,2,2,2,2,2,4,2,4,4,1,2
100,197,20,2,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,470,22,2,2,,3,3,2,1,3,2,3,3,6,5,3,5,5,2,5,5,2,2,3,1,2,4,7,2,6,2,2,1,3,4,4,2,1,4,5,2,3,1,2,1,3,2,4,3,4,4,4,1,1,2,3
100,316,26,2,2,,1,2,2,2,2,3,2,3,4,2,2,4,5,3,2,2,4,2,2,3,2,2,5,2,2,3,4,2,2,4,2,2,2,2,2,2,2,4,4,2,2,2,2,2,2,4,2,4,2,1,2
100,466,20,2,2,,3,2,2,1,1,3,2,2,3,2,3,6,3,3,2,3,2,4,3,3,1,2,7,3,2,3,2,2,2,3,1,2,2,2,2,4,2,4,2,1,3,2,1,1,2,4,1,4,2,2,3
100,358,20,2,2,,1,3,5,6,3,5,6,6,7,5,5,6,3,5,5,6,6,6,3,2,2,6,5,5,5,4,5,1,5,1,2,3,1,5,5,2,5,2,2,4,5,3,2,4,4,1,2,2,3,2,3
100,308,60,2,2,,1,1,2,1,2,2,2,2,3,2,2,2,3,1,2,1,2,3,2,2,2,1,3,1,1,2,2,4,1,4,4,1,4,1,1,5,1,5,5,2,1,1,1,2,1,5,4,4,3,1,2
100,320,21,2,2,,1,4,2,1,2,1,1,2,5,4,1,3,2,2,5,2,2,3,4,2,2,1,5,3,3,3,2,4,2,2,5,2,3,1,2,3,4,1,3,4,2,4,2,2,1,3,4,2,4,2,4
100,537,23,2,2,,3,4,3,2,6,2,6,4,3,3,5,1,4,2,7,5,3,4,4,3,3,6,4,4,5,2,2,4,3,5,4,2,4,2,3,4,4,2,3,4,4,2,4,3,3,3,3,3,3,2,4
100,409,,2,1,,3,4,1,1,3,1,3,2,1,1,1,5,2,2,5,4,5,4,2,6,2,1,2,1,3,1,2,3,5,2,4,1,3,3,3,2,3,2,4,2,3,1,1,2,1,4,4,3,4,3,1
100,707,25,2,2,,1,2,2,3,1,2,2,3,2,3,2,5,5,2,5,2,1,3,2,5,3,2,6,2,3,5,2,1,4,2,2,2,2,4,4,2,4,4,4,2,4,2,2,2,2,2,2,2,,2,1
100,360,18,2,2,,3,3,2,2,3,2,2,1,3,1,2,6,5,2,4,3,2,4,1,2,2,3,6,1,2,7,2,4,2,5,5,2,2,3,2,4,3,3,4,2,3,1,4,1,1,4,5,2,1,1,1
100,259,23,2,1,,2,6,3,1,3,1,2,4,3,2,6,1,2,3,2,2,3,3,1,2,5,5,3,2,6,2,4,3,4,3,5,1,2,4,2,2,4,4,5,3,3,4,4,4,2,4,,2,4,4,2
100,271,21,2,2,,4,3,2,2,2,3,2,2,5,2,2,2,2,2,5,5,2,3,2,5,2,2,7,2,6,3,4,2,1,4,5,2,4,1,5,4,2,2,2,2,4,2,2,2,1,4,5,2,4,2,5
100,318,25,2,2,,5,5,2,6,6,6,3,4,4,3,3,1,5,3,6,3,5,4,6,5,2,3,7,4,6,2,5,1,4,2,2,5,1,5,5,1,5,1,3,4,4,4,4,4,4,2,2,2,2,5,1
100,324,,2,2,,3,2,3,5,3,2,7,5,7,6,5,1,2,3,2,4,7,7,2,3,2,7,7,3,7,2,2,1,3,2,2,3,2,2,2,2,4,2,2,5,3,2,4,3,4,2,2,2,2,2,2
100,1481,29,2,2,,1,3,3,3,2,3,2,3,4,5,2,4,2,3,2,2,3,5,4,1,2,3,6,3,3,3,5,2,2,4,3,2,2,4,2,4,2,2,4,2,3,4,2,4,4,2,3,3,3,3,4
100,246,23,1,2,,3,6,3,3,3,1,6,3,6,7,6,1,4,6,5,5,3,7,4,3,5,5,7,3,7,2,4,1,5,1,2,4,1,3,5,2,5,2,1,4,4,4,4,5,5,1,2,1,1,3,3
100,338,29,2,2,,1,3,2,2,1,2,2,4,2,3,2,5,5,3,2,3,2,3,3,2,2,2,5,3,2,3,4,1,2,3,1,2,3,4,2,2,3,4,5,1,4,1,2,3,3,4,1,2,2,2,2
100,691,20,2,2,,3,3,3,4,2,5,3,5,5,5,3,1,3,2,3,3,3,3,3,5,3,7,6,3,5,6,4,1,3,2,1,3,1,4,4,2,4,2,3,2,4,3,2,5,3,2,1,1,2,3,3
100,1000,22,2,2,,1,3,2,2,2,2,3,3,1,3,3,2,2,2,3,2,1,3,3,2,1,1,4,2,3,1,2,1,2,1,2,2,1,2,2,2,3,2,2,1,2,1,1,3,2,3,1,2,3,2,3
100,334,31,2,2,,1,3,2,2,2,2,2,3,4,2,2,4,3,2,4,2,2,3,3,2,2,2,3,2,4,2,2,3,2,4,2,2,4,3,2,3,3,4,4,2,3,2,2,2,2,4,2,4,3,2,3
100,11282,20,2,2,,2,3,2,1,6,1,4,2,2,2,1,4,2,1,2,4,4,2,1,3,2,3,5,2,4,4,5,1,1,3,5,2,1,4,3,3,3,1,5,1,1,4,4,3,3,2,5,4,2,1,1
100,591,20,2,2,,3,3,1,3,1,1,1,1,1,2,1,2,1,4,2,2,1,3,1,2,1,4,5,1,3,2,1,5,2,4,4,1,1,1,4,1,3,1,2,2,3,2,1,2,2,2,3,1,2,1,1
100,531,42,2,1,,1,4,3,2,2,4,3,4,4,3,3,3,3,3,2,4,3,2,3,3,3,2,2,3,3,4,2,3,2,3,5,3,3,3,2,3,2,5,4,3,3,3,3,3,2,3,3,4,4,2,4
100,416,25,2,2,,1,2,2,3,2,2,1,2,2,6,2,5,5,2,2,3,2,2,2,3,2,4,5,3,3,2,2,2,1,4,5,2,4,1,2,4,3,2,5,1,2,2,2,4,4,4,4,4,3,3,3
100,165,22,2,2,,1,2,3,1,1,2,1,2,2,2,1,5,3,1,1,2,3,2,2,3,1,4,3,2,3,2,2,3,3,4,2,3,2,2,3,4,3,1,2,2,2,2,4,2,2,3,2,3,2,1,2
100,486,20,1,2,,3,1,1,2,2,5,2,5,5,3,2,7,6,3,1,3,3,4,1,3,1,3,6,5,5,4,4,1,5,2,1,1,2,4,3,4,4,2,2,4,4,2,2,2,3,2,1,2,1,2,1
100,450,20,2,2,,3,3,2,4,2,2,1,7,3,2,1,7,6,6,3,2,3,6,3,3,1,5,6,2,4,5,3,2,4,3,4,3,3,3,2,2,3,2,4,1,3,3,1,1,2,4,3,4,3,3,1
100,218,21,2,2,,2,2,2,2,3,2,1,3,3,3,2,2,2,3,3,3,3,4,4,2,3,3,3,2,2,2,2,1,5,2,1,3,1,2,2,2,2,5,3,1,4,2,3,4,2,3,1,2,1,3,2
100,682,73,2,1,,1,2,2,4,1,1,2,3,2,7,4,1,1,3,2,1,1,4,4,4,2,2,3,3,1,5,3,2,2,3,3,2,4,5,2,4,3,5,3,2,5,2,2,2,3,4,3,5,4,3,4
100,479,22,2,1,,3,3,2,4,3,3,2,2,2,3,3,5,2,3,3,3,2,3,3,2,3,3,2,2,2,4,2,4,2,5,5,2,4,2,4,4,2,4,4,1,2,2,4,1,2,4,5,4,2,2,2
100,254,20,1,2,,3,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,2,3,3,3,2,2,3,2,2,3,2,1,2,4,4,2,3,4,3,2,2,4,4,2,4,3,2,2,2,2,2,2,2,2,2
100,450,20,2,2,,3,3,3,5,3,2,3,5,1,6,4,4,3,2,5,4,1,3,5,5,6,2,3,5,3,5,4,1,4,2,2,4,2,4,4,2,4,2,2,3,2,3,1,4,5,2,1,2,2,4,2
100,517,56,2,2,,3,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,2,2,1,4,3,1,4,2,1,5,2,4,5,1,1,1,1,3,2,4,3,5,4,2,2
100,511,,2,1,,1,2,1,1,1,2,2,1,2,3,1,1,5,2,2,1,2,2,6,2,1,2,1,2,3,3,5,4,2,4,4,2,4,2,2,1,1,4,4,2,2,2,2,2,2,5,4,5,,1,4
100,585,47,2,2,,1,2,2,2,2,1,2,3,2,2,2,3,3,2,2,2,2,2,2,1,1,1,3,2,2,2,2,4,2,4,2,2,3,2,2,4,2,4,4,2,2,2,2,2,2,4,2,4,3,2,3
100,653,21,2,1,,3,4,3,3,1,1,5,1,1,5,3,3,1,5,3,2,3,2,6,2,3,2,7,2,1,1,2,2,2,5,5,1,4,1,4,2,5,4,5,2,3,1,1,1,2,5,4,4,5,1,3
100,45955,20,1,2,,3,1,2,1,1,2,1,2,2,3,2,3,3,2,2,2,2,2,2,1,1,2,7,3,4,1,2,2,3,4,5,3,2,2,4,3,3,4,4,1,2,3,2,3,4,2,5,2,3,3,3
100,587,68,2,1,,,1,2,2,2,2,1,1,2,3,2,1,2,2,3,2,1,2,1,3,2,4,2,1,2,2,3,3,3,4,4,2,3,1,2,4,2,3,3,2,3,3,3,3,2,4,4,3,3,2,3
100,280,21,2,1,,3,2,2,2,1,1,2,5,2,3,2,5,5,2,2,2,2,2,2,2,3,2,3,2,3,2,3,4,2,2,4,4,3,3,2,4,2,2,4,4,2,2,4,2,2,4,4,3,2,2,3
100,274,21,2,2,,3,2,1,2,3,1,1,2,2,1,2,4,1,2,1,2,1,2,1,2,1,2,3,2,2,1,1,5,1,5,5,1,4,1,1,5,1,5,5,1,1,1,1,1,1,4,5,5,4,2,5
100,452,21,2,2,,3,2,3,3,2,2,2,2,2,2,2,4,3,2,3,3,2,3,2,2,3,2,2,4,3,3,4,3,3,4,4,2,3,3,3,,3,4,4,4,2,2,3,2,2,2,,3,4,2,2
100,190,21,2,2,,3,2,2,2,2,2,2,2,2,3,2,2,4,2,2,2,5,2,2,3,3,2,2,2,2,2,2,2,2,2,4,1,4,2,2,4,2,2,3,2,5,2,4,3,2,2,4,4,4,2,3
100,437,,2,1,,3,4,3,2,3,1,1,5,1,4,1,2,3,4,2,3,1,3,2,2,2,2,3,3,4,1,3,3,2,2,1,2,3,3,3,2,3,2,4,1,1,4,2,3,3,4,1,3,1,2,1
100,974,19,2,1,,3,4,3,3,2,3,2,3,1,4,4,4,4,4,3,3,4,3,3,3,1,2,4,2,2,2,2,5,3,5,3,1,2,1,2,3,2,1,3,1,2,3,3,3,4,2,5,5,5,3,4
100,354,,2,1,,3,5,1,2,2,2,2,2,2,3,2,4,1,2,6,4,2,2,2,2,1,2,1,2,6,2,3,4,3,4,4,2,2,2,2,3,2,4,4,2,3,2,4,1,3,4,3,4,2,2,4
100,351,19,2,2,,3,3,2,2,3,2,1,3,2,3,1,7,7,2,3,2,2,3,1,3,3,2,7,2,3,1,4,1,2,3,4,2,3,2,4,1,3,5,5,2,2,1,2,2,2,2,1,4,3,2,2
100,639,51,2,2,,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,4,1,4,4,2,4,2,2,4,2,4,4,1,1,2,2,3,2,4,3,4,2,2,3
100,641,49,2,1,,1,2,3,4,4,2,4,5,5,5,2,5,5,5,3,3,4,5,3,2,2,3,5,3,3,5,3,2,3,3,2,3,3,4,2,3,4,3,3,2,3,2,2,4,3,3,2,3,2,1,2
100,411,20,2,1,,4,2,2,4,6,1,5,2,1,2,3,1,1,2,2,4,1,5,3,2,2,4,1,3,2,1,1,4,3,5,5,1,4,2,4,5,2,5,3,1,3,1,2,2,1,3,5,3,5,2,4
100,315,20,2,2,,3,4,1,5,1,1,3,5,1,6,1,3,7,1,4,1,1,1,3,3,2,1,1,1,5,1,1,4,1,5,2,2,2,1,4,5,1,1,4,1,1,1,1,4,1,4,2,2,2,2,4
100,510,57,2,2,,4,2,2,2,1,1,1,2,1,1,2,6,3,2,3,1,2,2,2,2,3,2,1,2,2,1,2,2,2,5,4,2,4,2,2,5,2,5,4,1,3,1,2,1,2,4,4,4,2,1,2
100,491,18,2,2,,4,1,2,1,1,2,1,2,2,2,1,6,6,3,2,1,2,2,3,2,2,2,6,3,2,2,2,3,4,2,4,2,2,4,2,3,4,3,3,2,3,2,2,4,4,2,4,3,3,2,3
100,307,26,1,1,,3,2,1,1,2,1,2,2,1,5,1,6,7,1,5,1,1,1,1,1,2,1,2,3,5,1,2,5,1,4,5,1,5,1,2,5,1,5,4,4,3,2,2,1,1,4,5,5,4,1,4
100,905,60,2,2,,4,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,4,1,4,1,5,5,1,5,2,2,5,1,4,4,1,2,2,2,2,2,4,5,5,4,2,2
100,415,22,2,2,,1,2,2,1,1,4,1,3,3,3,1,2,3,2,2,1,3,2,2,2,3,2,5,2,2,1,3,3,3,4,2,3,3,4,3,2,2,2,3,1,4,3,1,2,2,4,2,4,1,2,2
100,204,20,2,2,,3,3,2,5,2,3,3,1,4,2,2,2,5,3,3,5,5,2,3,3,3,3,3,5,3,3,2,2,2,2,2,1,2,4,2,2,2,2,4,4,2,2,2,1,4,4,2,2,4,2,4
100,789,63,2,1,,4,2,1,3,1,1,2,1,1,4,2,1,3,2,2,1,2,2,2,1,5,1,2,2,2,2,2,2,2,5,5,1,5,2,2,5,2,5,5,1,2,1,2,2,2,5,4,5,4,1,3
100,185,,2,2,,3,5,3,1,2,1,1,3,3,3,1,3,6,1,7,1,1,1,1,1,4,3,5,3,7,1,5,3,1,2,1,3,2,3,3,5,1,1,5,1,1,3,3,1,1,4,1,4,1,1,1
100,762,,2,1,,1,3,2,2,2,2,3,2,2,2,2,4,2,3,3,2,3,3,1,2,2,4,4,2,2,3,3,4,3,4,4,2,,2,2,4,3,3,4,2,3,2,2,2,2,3,3,4,3,2,3
100,418,23,2,1,,3,2,2,2,2,2,2,2,2,3,3,3,2,2,5,2,2,2,2,2,3,2,5,2,2,3,2,4,2,4,2,2,4,2,2,2,2,4,4,1,2,2,2,2,1,4,4,5,2,2,2
100,318,19,1,2,,3,2,1,3,2,1,1,3,1,3,1,6,3,5,2,2,1,3,5,1,1,3,2,5,3,2,2,2,4,4,4,2,4,4,4,4,2,2,4,2,4,2,2,4,2,4,4,4,3,2,2
100,582,19,2,1,,3,2,2,4,2,4,1,3,2,2,1,5,3,4,1,3,1,2,2,2,2,1,6,2,2,3,2,3,2,2,4,2,4,2,3,5,1,2,5,1,2,2,1,4,2,4,4,5,4,2,4
100,418,20,2,2,,3,2,3,4,3,3,2,2,2,3,3,4,2,5,3,2,2,4,2,5,3,3,4,6,6,4,4,1,3,3,3,3,2,2,2,1,3,4,2,2,3,4,2,1,3,2,3,1,1,3,2
100,622,20,2,2,,3,1,1,1,2,7,1,1,3,1,1,1,1,1,6,6,1,1,1,1,1,4,6,1,7,1,4,4,2,5,1,5,1,5,4,4,3,1,1,1,2,4,5,5,1,5,1,5,1,1,1
100,783,51,2,1,,1,2,1,3,2,3,1,3,4,3,1,6,3,3,1,2,2,1,2,2,2,1,2,2,1,5,2,5,1,3,3,2,2,2,1,4,2,3,3,2,2,2,2,2,2,4,2,3,2,1,3
100,834,61,2,2,,1,4,2,1,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,4,1,5,2,3,5,1,5,5,2,5,3,2,2,1,2,1,1,3,2,5,4,5,2
100,328,20,2,2,,3,2,3,6,1,6,2,3,2,2,2,4,6,1,2,1,2,3,2,1,1,1,6,2,4,3,2,4,1,4,5,2,2,2,2,4,2,5,4,2,2,1,1,2,2,4,4,4,4,1,4
100,340,28,2,1,,3,6,1,1,2,2,3,1,1,1,1,3,1,1,7,5,1,1,1,1,1,3,1,1,1,1,1,5,1,1,5,1,5,1,1,5,1,2,3,1,1,3,3,1,1,5,5,5,5,1,5
100,477,19,2,1,,3,2,2,2,2,3,2,5,2,5,3,7,5,3,7,6,2,2,5,3,4,3,6,3,6,2,4,2,3,3,3,3,4,5,4,4,2,1,2,1,3,4,2,2,4,4,2,2,1,3,4
100,1196,56,2,2,,2,2,2,3,2,2,1,2,2,2,2,1,5,1,2,2,2,2,2,3,2,1,2,3,2,1,4,2,2,3,2,2,2,3,2,2,2,2,2,4,4,2,2,4,4,2,2,2,1,1,1
100,302,35,2,1,,1,2,1,2,2,2,1,2,3,1,1,4,1,2,1,3,1,1,1,1,3,1,1,1,1,1,2,5,2,5,5,2,4,2,1,5,2,5,4,1,2,2,2,2,2,5,5,5,5,2,5
100,283,20,2,2,,3,2,2,3,1,3,1,5,1,2,2,5,4,2,3,2,1,1,3,2,3,2,3,3,4,2,4,2,2,3,2,1,2,5,4,4,2,1,2,1,4,5,2,4,2,4,4,3,4,2,3
100,886,19,2,1,,1,3,2,4,2,1,1,4,2,3,2,6,3,3,5,4,2,4,3,2,2,3,4,2,3,1,2,4,2,4,5,3,4,3,2,3,2,4,4,1,3,2,2,2,2,4,5,4,3,3,5
100,238,22,2,1,,3,2,2,2,2,2,2,2,2,3,2,2,3,3,3,2,2,2,3,3,2,2,4,2,2,2,2,3,3,2,3,2,2,3,2,3,3,2,3,2,2,3,3,3,2,3,3,3,2,2,3
100,8112,21,2,1,,3,2,2,1,2,2,1,1,3,1,1,2,3,4,2,1,1,2,2,3,1,2,2,2,2,2,1,4,1,4,5,2,4,2,2,5,2,5,3,2,2,1,4,1,1,5,5,3,5,2,5
100,480,19,2,2,,3,3,2,2,1,2,3,1,2,2,2,2,2,2,3,2,2,2,2,2,1,2,3,2,2,4,2,2,2,2,3,2,1,2,2,2,2,2,3,2,2,2,4,2,3,1,4,3,4,2,2
100,332,19,2,2,,3,6,1,3,2,1,1,6,3,3,3,1,5,1,5,5,2,2,2,1,1,2,6,3,3,3,3,2,2,1,2,2,2,1,4,2,4,2,5,1,4,1,1,3,4,3,1,3,3,3,3
100,262,19,2,1,,3,5,3,3,1,1,1,4,4,4,2,1,3,2,4,2,3,4,3,4,3,3,3,5,5,1,2,4,3,2,3,5,4,3,4,4,4,1,2,1,1,3,1,4,2,3,3,2,4,2,4
100,671,19,2,1,,3,5,4,3,2,2,1,3,6,3,5,3,3,3,3,3,1,3,3,3,4,1,3,3,3,5,2,4,3,4,4,3,2,4,4,4,2,4,3,1,4,2,2,2,4,4,2,3,4,2,5
100,2188,20,2,1,,4,2,1,1,1,1,1,3,1,4,1,3,2,1,3,1,2,2,1,2,2,2,2,1,5,1,2,4,2,4,3,4,2,4,3,5,1,3,5,1,1,2,3,2,2,4,2,4,2,3,2
100,374,23,2,1,,3,3,3,4,1,2,2,3,2,5,3,5,6,3,3,2,2,2,3,3,3,2,3,3,2,1,2,2,3,4,2,2,3,3,3,4,2,2,4,2,2,3,1,3,3,3,2,4,2,2,2
100,187,19,2,1,,3,2,2,3,2,2,3,3,2,3,1,2,4,4,2,2,3,3,3,1,2,1,5,2,3,2,5,2,2,4,2,2,4,2,2,4,2,4,4,2,2,2,2,2,1,2,3,4,4,3,4
100,450,23,2,1,,3,6,1,5,3,2,3,4,2,5,3,5,3,3,2,3,2,3,2,2,2,3,6,2,3,3,2,4,2,4,3,2,4,1,2,5,2,5,5,1,3,1,1,2,1,4,3,3,3,3,2
100,352,56,2,2,,1,2,2,3,2,2,2,2,2,2,3,2,3,2,1,2,2,2,2,1,2,1,2,2,2,2,2,4,2,2,2,2,2,2,2,5,2,4,4,2,2,2,2,2,2,2,2,4,2,2,2
100,940,60,2,2,,1,2,2,2,1,2,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,4,1,2,5,1,4,1,1,5,2,4,5,1,2,1,1,2,1,5,3,5,4,4,2
100,1120,19,2,2,,1,3,2,2,6,2,6,3,6,2,6,6,4,2,3,4,2,4,6,2,2,6,6,2,5,5,2,4,2,2,1,1,2,4,4,2,4,2,2,2,4,1,5,2,1,2,1,2,3,1,1
100,614,22,2,1,,1,2,2,4,3,1,1,3,1,2,3,6,5,3,3,2,1,2,5,2,1,1,2,2,2,5,3,3,1,4,3,2,4,2,2,3,4,1,2,1,4,2,3,2,3,4,3,3,2,3,2
100,65610,73,2,2,,2,2,1,1,1,1,2,2,2,3,1,2,3,1,1,1,2,2,1,2,1,1,3,1,2,1,2,2,2,4,2,2,4,2,2,5,2,5,5,2,2,2,1,2,2,4,2,5,2,2,3
